"Sample","gen_specnm2","SQm","dlat","dlon","eval1","SQmean"
"1",500,"E. lucius",98.6335225303797,59.2523523,10.3208257,"above zero",98.6335225303797
"2",501,"E. lucius",82.1120293458833,59.2523523,10.3208257,"above zero",82.1120293458833
"3",502,"E. lucius",94.3124461193024,59.2523523,10.3208257,"above zero",94.3124461193024
"4",503,"E. lucius",47.083189495871,59.2523911,10.3321997,"above zero",47.083189495871
"5",504,"E. lucius",38.8135932003123,59.2523911,10.3321997,"above zero",38.8135932003123
"6",505,"E. lucius",46.4102205274951,59.2523911,10.3321997,"above zero",46.4102205274951
"7",506,"E. lucius",24.0443349370774,59.2523911,10.3321997,"above zero",24.0443349370774
"8",507,"E. lucius",65.8108219342548,59.2523911,10.3321997,"above zero",65.8108219342548
"9",508,"E. lucius",52.7363585220288,59.2523911,10.3321997,"above zero",52.7363585220288
"10",509,"E. lucius",205.840511950613,59.2418512,10.3319709,"above zero",205.840511950613
"11",511,"E. lucius",129.287960688404,59.2418512,10.3319709,"above zero",129.287960688404
"12",512,"E. lucius",253.637519182722,59.2418512,10.3319709,"above zero",253.637519182722
"13",513,"E. lucius",547.956029400093,59.2418512,10.3319709,"above zero",547.956029400093
"14",514,"E. lucius",259.644564966499,59.2418512,10.3319709,"above zero",259.644564966499
"15",515,"E. lucius",431.353032161069,59.2346192,10.3202332,"above zero",431.353032161069
"16",516,"E. lucius",601.53068329561,59.2346192,10.3202332,"above zero",601.53068329561
"17",517,"E. lucius",604.89005345217,59.2346192,10.3202332,"above zero",604.89005345217
"18",519,"E. lucius",27.5621809489534,59.2523523,10.3208257,"above zero",27.5621809489534
"19",520,"E. lucius",14.6352146747027,59.2418512,10.3319709,"above zero",14.6352146747027
"20",521,"E. lucius",20.5033577063029,59.2523523,10.3208257,"above zero",20.5033577063029
"21",522,"E. lucius",39.9113346617157,59.2523911,10.3321997,"above zero",39.9113346617157
"22",523,"E. lucius",28.8326069318684,59.2523911,10.3321997,"above zero",28.8326069318684
"23",524,"E. lucius",32.7757110099715,59.2523911,10.3321997,"above zero",32.7757110099715
"24",525,"E. lucius",21.3818095166015,59.2523911,10.3321997,"above zero",21.3818095166015
"25",526,"E. lucius",36.3485255817214,59.2523911,10.3321997,"above zero",36.3485255817214
"26",527,"E. lucius",32.7965991018965,59.2523911,10.3321997,"above zero",32.7965991018965
"27",531,"E. lucius",18.2209277346162,59.2418512,10.3319709,"above zero",18.2209277346162
"28",532,"E. lucius",25.3310837845343,59.2418512,10.3319709,"above zero",25.3310837845343
"29",534,"E. lucius",68.9096770106922,59.2346192,10.3202332,"above zero",68.9096770106922
"30",535,"E. lucius",113.604642955745,59.2346192,10.3202332,"above zero",113.604642955745
"31",536,"E. lucius",4713.03977827537,59.2346192,10.3202332,"above zero",4713.03977827537
"32",537,"E. lucius",16.1930829843492,59.13147,10.19806,"above zero",16.1930829843492
"33",537,"S. trutta",0,59.13147,10.19806,"zero",0
"34",538,"E. lucius",16.6879374265166,59.13147,10.19806,"above zero",16.6879374265166
"35",538,"S. trutta",0,59.13147,10.19806,"zero",0
"36",539,"E. lucius",43.6374940449295,59.13147,10.19806,"above zero",43.6374940449295
"37",539,"S. trutta",0,59.13147,10.19806,"zero",0
"38",540,"E. lucius",239.925830108803,59.12893,10.20167,"above zero",239.925830108803
"39",540,"S. trutta",0,59.12893,10.20167,"zero",0
"40",541,"E. lucius",235.500473531695,59.12893,10.20167,"above zero",235.500473531695
"41",541,"S. trutta",0,59.12893,10.20167,"zero",0
"42",542,"E. lucius",44.4571568286698,59.12893,10.20167,"above zero",44.4571568286698
"43",542,"S. trutta",0,59.12893,10.20167,"zero",0
"44",543,"E. lucius",88.7144939283858,59.1274,10.20224,"above zero",88.7144939283858
"45",543,"S. trutta",28.538911788172,59.1274,10.20224,"above zero",28.538911788172
"46",544,"E. lucius",94.8918417126423,59.1274,10.20224,"above zero",94.8918417126423
"47",544,"S. trutta",64.2995018823403,59.1274,10.20224,"above zero",64.2995018823403
"48",545,"E. lucius",75.2000579575657,59.1274,10.20224,"above zero",75.2000579575657
"49",545,"S. trutta",18.8085605692714,59.1274,10.20224,"above zero",18.8085605692714
"50",546,"E. lucius",57.7304407391454,59.12414,10.20159,"above zero",57.7304407391454
"51",546,"S. trutta",195.392091642701,59.12414,10.20159,"above zero",195.392091642701
"52",547,"E. lucius",37.53106435157,59.12414,10.20159,"above zero",37.53106435157
"53",547,"S. trutta",195.300803156114,59.12414,10.20159,"above zero",195.300803156114
"54",548,"E. lucius",23.2869409753824,59.12414,10.20159,"above zero",23.2869409753824
"55",548,"S. trutta",192.746350712697,59.12414,10.20159,"above zero",192.746350712697
"56",549,"E. lucius",7.30198375375079,59.1058,10.20518,"above zero",7.30198375375079
"57",549,"S. trutta",177.377357729424,59.1058,10.20518,"above zero",177.377357729424
"58",550,"E. lucius",5.80817992552578,59.1058,10.20518,"above zero",5.80817992552578
"59",550,"S. trutta",347.051373014182,59.1058,10.20518,"above zero",347.051373014182
"60",551,"E. lucius",0,59.1058,10.20518,"zero",0
"61",551,"S. trutta",378.95416450127,59.1058,10.20518,"above zero",378.95416450127
"62",552,"E. lucius",9.29132209902159,59.10554,10.20091,"above zero",9.29132209902159
"63",552,"S. trutta",1133.68650360384,59.10554,10.20091,"above zero",1133.68650360384
"64",553,"E. lucius",10.8521859409252,59.10554,10.20091,"above zero",10.8521859409252
"65",553,"S. trutta",920.617606275437,59.10554,10.20091,"above zero",920.617606275437
"66",554,"E. lucius",9.06763000440381,59.10554,10.20091,"above zero",9.06763000440381
"67",554,"S. trutta",879.551999576576,59.10554,10.20091,"above zero",879.551999576576
"68",555,"E. lucius",0,59.09477,10.20301,"zero",0
"69",555,"S. trutta",597.602210346961,59.09477,10.20301,"above zero",597.602210346961
"70",556,"E. lucius",0,59.09477,10.20301,"zero",0
"71",556,"S. trutta",317.579907251305,59.09477,10.20301,"above zero",317.579907251305
"72",557,"E. lucius",0,59.09477,10.20301,"zero",0
"73",557,"S. trutta",523.093068354416,59.09477,10.20301,"above zero",523.093068354416
"74",558,"E. lucius",0,59.07343,10.1841,"zero",0
"75",558,"S. trutta",269.214015281227,59.07343,10.1841,"above zero",269.214015281227
"76",559,"E. lucius",0,59.07343,10.1841,"zero",0
"77",559,"S. trutta",231.099481518048,59.07343,10.1841,"above zero",231.099481518048
"78",560,"E. lucius",0,59.07343,10.1841,"zero",0
"79",560,"S. trutta",272.988395799881,59.07343,10.1841,"above zero",272.988395799881
"80",561,"E. lucius",24.124833994412,59.07989,10.20241,"above zero",24.124833994412
"81",561,"S. trutta",661.338883922519,59.07989,10.20241,"above zero",661.338883922519
"82",562,"E. lucius",0,59.07989,10.20241,"zero",0
"83",562,"S. trutta",561.541017127351,59.07989,10.20241,"above zero",561.541017127351
"84",563,"E. lucius",0,59.07989,10.20241,"zero",0
"85",563,"S. trutta",440.044658120637,59.07989,10.20241,"above zero",440.044658120637
"86",564,"E. lucius",48.6071351947431,59.07941,10.20259,"above zero",48.6071351947431
"87",564,"S. trutta",30.7567588124236,59.07941,10.20259,"above zero",30.7567588124236
"88",565,"E. lucius",0,59.07941,10.20259,"zero",0
"89",565,"S. trutta",58.9787132055785,59.07941,10.20259,"above zero",58.9787132055785
"90",566,"E. lucius",0,59.07941,10.20259,"zero",0
"91",566,"S. trutta",65.8602231511322,59.07941,10.20259,"above zero",65.8602231511322
"92",567,"O. gorbuscha",875.124833332377,69.64657,30.9377,"above zero",875.124833332377
"93",567,"O. mykiss",10.5340090909091,69.64657,30.9377,"above zero",10.5340090909091
"94",567,"S. alpinus",0,69.64657,30.9377,"zero",0
"95",567,"S. salar",28.0246541120903,69.64657,30.9377,"above zero",28.0246541120903
"96",568,"O. gorbuscha",971.063748736938,69.64657,30.9377,"above zero",971.063748736938
"97",568,"O. mykiss",19.1436486486486,69.64657,30.9377,"above zero",19.1436486486486
"98",568,"S. alpinus",0,69.64657,30.9377,"zero",0
"99",568,"S. salar",27.9499334950742,69.64657,30.9377,"above zero",27.9499334950742
"100",569,"O. gorbuscha",1915.69854276604,69.64657,30.9377,"above zero",1915.69854276604
"101",569,"O. mykiss",3.06285714285714,69.64657,30.9377,"above zero",3.06285714285714
"102",569,"S. alpinus",0,69.64657,30.9377,"zero",0
"103",569,"S. salar",20.9151727438375,69.64657,30.9377,"above zero",20.9151727438375
"104",570,"O. gorbuscha",6435.31702562044,69.67527,30.93963,"above zero",6435.31702562044
"105",570,"O. mykiss",17.4796142857143,69.67527,30.93963,"above zero",17.4796142857143
"106",570,"S. alpinus",1.50580468014393,69.67527,30.93963,"above zero",1.50580468014393
"107",570,"S. salar",60.3789771727724,69.67527,30.93963,"above zero",60.3789771727724
"108",571,"O. gorbuscha",5851.16149523441,69.67527,30.93963,"above zero",5851.16149523441
"109",571,"O. mykiss",26.36765,69.67527,30.93963,"above zero",26.36765
"110",571,"S. alpinus",0,69.67527,30.93963,"zero",0
"111",571,"S. salar",45.1655437170053,69.67527,30.93963,"above zero",45.1655437170053
"112",572,"O. gorbuscha",6740.67779540642,69.67527,30.93963,"above zero",6740.67779540642
"113",572,"O. mykiss",10.6495,69.67527,30.93963,"above zero",10.6495
"114",572,"S. alpinus",0,69.67527,30.93963,"zero",0
"115",572,"S. salar",91.4154802737223,69.67527,30.93963,"above zero",91.4154802737223
"116",573,"O. gorbuscha",21283.0757760648,69.70322,30.89109,"above zero",21283.0757760648
"117",573,"O. mykiss",24.663024,69.70322,30.89109,"above zero",24.663024
"118",573,"S. alpinus",0,69.70322,30.89109,"zero",0
"119",573,"S. salar",69.6493828001751,69.70322,30.89109,"above zero",69.6493828001751
"120",574,"O. gorbuscha",16139.6484666835,69.70322,30.89109,"above zero",16139.6484666835
"121",574,"O. mykiss",39.0810208333333,69.70322,30.89109,"above zero",39.0810208333333
"122",574,"S. alpinus",0,69.70322,30.89109,"zero",0
"123",574,"S. salar",53.6685070454213,69.70322,30.89109,"above zero",53.6685070454213
"124",575,"O. gorbuscha",17498.8928568767,69.70322,30.89109,"above zero",17498.8928568767
"125",575,"O. mykiss",14.3164857142857,69.70322,30.89109,"above zero",14.3164857142857
"126",575,"S. alpinus",0,69.70322,30.89109,"zero",0
"127",575,"S. salar",87.2284928878585,69.70322,30.89109,"above zero",87.2284928878585
"128",576,"O. gorbuscha",81549.1780167478,69.72446,30.88735,"above zero",81549.1780167478
"129",576,"O. mykiss",59.5764807692308,69.72446,30.88735,"above zero",59.5764807692308
"130",576,"S. alpinus",0,69.72446,30.88735,"zero",0
"131",576,"S. salar",88.580868671579,69.72446,30.88735,"above zero",88.580868671579
"132",577,"O. gorbuscha",78269.1668651292,69.72446,30.88735,"above zero",78269.1668651292
"133",577,"O. mykiss",63.44,69.72446,30.88735,"above zero",63.44
"134",577,"S. alpinus",0,69.72446,30.88735,"zero",0
"135",577,"S. salar",95.6691059114865,69.72446,30.88735,"above zero",95.6691059114865
"136",578,"O. gorbuscha",78291.5682747919,69.72446,30.88735,"above zero",78291.5682747919
"137",578,"O. mykiss",20.2888888888889,69.72446,30.88735,"above zero",20.2888888888889
"138",578,"S. alpinus",0,69.72446,30.88735,"zero",0
"139",578,"S. salar",142.425263813372,69.72446,30.88735,"above zero",142.425263813372
"140",579,"O. gorbuscha",108.045309123202,69.61512,30.9522,"above zero",108.045309123202
"141",579,"O. mykiss",17.6512846153846,69.61512,30.9522,"above zero",17.6512846153846
"142",579,"S. alpinus",14.7255370363066,69.61512,30.9522,"above zero",14.7255370363066
"143",579,"S. salar",24.3965057474704,69.61512,30.9522,"above zero",24.3965057474704
"144",580,"O. gorbuscha",134.019416033474,69.61512,30.9522,"above zero",134.019416033474
"145",580,"O. mykiss",37.1561428571429,69.61512,30.9522,"above zero",37.1561428571429
"146",580,"S. alpinus",0,69.61512,30.9522,"zero",0
"147",580,"S. salar",36.4609165225768,69.61512,30.9522,"above zero",36.4609165225768
"148",581,"O. gorbuscha",111.134814165226,69.61512,30.9522,"above zero",111.134814165226
"149",581,"O. mykiss",10.1083333333333,69.61512,30.9522,"above zero",10.1083333333333
"150",581,"S. alpinus",5.50723984450687,69.61512,30.9522,"above zero",5.50723984450687
"151",581,"S. salar",37.6838242139034,69.61512,30.9522,"above zero",37.6838242139034
"152",582,"O. gorbuscha",0,69.58291,30.94154,"zero",0
"153",582,"O. mykiss",12.487095,69.58291,30.94154,"above zero",12.487095
"154",582,"S. alpinus",0,69.58291,30.94154,"zero",0
"155",582,"S. salar",3.15274857662291,69.58291,30.94154,"above zero",3.15274857662291
"156",583,"O. gorbuscha",0,69.58291,30.94154,"zero",0
"157",583,"O. mykiss",17.0584583333333,69.58291,30.94154,"above zero",17.0584583333333
"158",583,"S. alpinus",0,69.58291,30.94154,"zero",0
"159",583,"S. salar",4.33315406571024,69.58291,30.94154,"above zero",4.33315406571024
"160",584,"O. gorbuscha",0,69.58291,30.94154,"zero",0
"161",584,"O. mykiss",5.73,69.58291,30.94154,"above zero",5.73
"162",584,"S. alpinus",0.992904002351494,69.58291,30.94154,"above zero",0.992904002351494
"163",584,"S. salar",7.99947819828976,69.58291,30.94154,"above zero",7.99947819828976
"164",586,"O. gorbuscha",0,80.28408,22.59281,"zero",0
"165",586,"O. mykiss",0,80.28408,22.59281,"zero",0
"166",586,"S. alpinus",16975.546821347,80.28408,22.59281,"above zero",16975.546821347
"167",586,"S. salar",0,80.28408,22.59281,"zero",0
"168",587,"O. gorbuscha",0,80.28408,22.59281,"zero",0
"169",587,"O. mykiss",0,80.28408,22.59281,"zero",0
"170",587,"S. alpinus",1114.97210773587,80.28408,22.59281,"above zero",1114.97210773587
"171",587,"S. salar",0,80.28408,22.59281,"zero",0
"172",588,"O. gorbuscha",0,80.28408,22.59281,"zero",0
"173",588,"O. mykiss",0.973636363636364,80.28408,22.59281,"above zero",0.973636363636364
"174",588,"S. alpinus",7421.36736523223,80.28408,22.59281,"above zero",7421.36736523223
"175",588,"S. salar",0,80.28408,22.59281,"zero",0
"176",589,"O. gorbuscha",0,78.27182,13.77031,"zero",0
"177",589,"O. mykiss",0,78.27182,13.77031,"zero",0
"178",589,"S. alpinus",1.49913444332943,78.27182,13.77031,"above zero",1.49913444332943
"179",589,"S. salar",0,78.27182,13.77031,"zero",0
"180",590,"O. gorbuscha",0,78.27182,13.77031,"zero",0
"181",590,"O. mykiss",0,78.27182,13.77031,"zero",0
"182",590,"S. alpinus",1.47721635211843,78.27182,13.77031,"above zero",1.47721635211843
"183",590,"S. salar",0,78.27182,13.77031,"zero",0
"184",591,"O. gorbuscha",0,78.27182,13.77031,"zero",0
"185",591,"O. mykiss",0,78.27182,13.77031,"zero",0
"186",591,"S. alpinus",8.52926015240477,78.27182,13.77031,"above zero",8.52926015240477
"187",591,"S. salar",0,78.27182,13.77031,"zero",0
"188",592,"O. gorbuscha",0,77.95993,14.26745,"zero",0
"189",592,"O. mykiss",0,77.95993,14.26745,"zero",0
"190",592,"S. alpinus",0,77.95993,14.26745,"zero",0
"191",592,"S. salar",0,77.95993,14.26745,"zero",0
"192",593,"O. gorbuscha",0,77.95993,14.26745,"zero",0
"193",593,"O. mykiss",0,77.95993,14.26745,"zero",0
"194",593,"S. alpinus",0,77.95993,14.26745,"zero",0
"195",593,"S. salar",0,77.95993,14.26745,"zero",0
"196",594,"O. gorbuscha",0,77.95993,14.26745,"zero",0
"197",594,"O. mykiss",0,77.95993,14.26745,"zero",0
"198",594,"S. alpinus",0.597480651353108,77.95993,14.26745,"above zero",0.597480651353108
"199",594,"S. salar",0,77.95993,14.26745,"zero",0
"200",596,"E. lucius",209.977964272062,59.2523523,10.3208257,"above zero",209.977964272062
"201",597,"E. lucius",20.940445067714,59.2523523,10.3208257,"above zero",20.940445067714
"202",598,"E. lucius",16.8920386543814,59.2523523,10.3208257,"above zero",16.8920386543814
"203",599,"E. lucius",54.2638501915254,59.2523911,10.3321997,"above zero",54.2638501915254
"204",600,"E. lucius",21.1115420719243,59.2523911,10.3321997,"above zero",21.1115420719243
"205",601,"E. lucius",16.6358089872002,59.2523911,10.3321997,"above zero",16.6358089872002
"206",602,"E. lucius",14.232634445518,59.2523911,10.3321997,"above zero",14.232634445518
"207",603,"E. lucius",29.1417851802561,59.2523911,10.3321997,"above zero",29.1417851802561
"208",604,"E. lucius",9.90006560106729,59.2523911,10.3321997,"above zero",9.90006560106729
"209",605,"E. lucius",7.13486796678402,59.2418512,10.3319709,"above zero",7.13486796678402
"210",606,"E. lucius",14.3922274829396,59.2418512,10.3319709,"above zero",14.3922274829396
"211",607,"E. lucius",26.6277682467764,59.2418512,10.3319709,"above zero",26.6277682467764
"212",608,"E. lucius",13.1540950908458,59.2418512,10.3319709,"above zero",13.1540950908458
"213",609,"E. lucius",56.6125519198524,59.2418512,10.3319709,"above zero",56.6125519198524
"214",610,"E. lucius",12.0371459285927,59.2418512,10.3319709,"above zero",12.0371459285927
"215",611,"E. lucius",48.1442059494369,59.2346192,10.3202332,"above zero",48.1442059494369
"216",612,"E. lucius",44.4011438687554,59.2346192,10.3202332,"above zero",44.4011438687554
"217",613,"E. lucius",51.7536900381635,59.2346192,10.3202332,"above zero",51.7536900381635
